,LANGID,TLC,WIKI,START,LAT,LONG,#utt0,MCD0,#utt1,MCD1,Dur,MCDB,MCDR,NAME
259,KBRSIM,kbr,https://en.wikipedia.org/wiki/Kafa_language,http://listen.bible.is/KBRSIM/Matt/1/D,7.34022,36.1718,12428,7.64,12502,7.27,22:30:41,6.05,5.85,Kafa
260,KCGWBT,kcg,https://en.wikipedia.org/wiki/Tyap_language,http://listen.bible.is/KCGWBT/Matt/1/D,9.75568,8.3082,4383,7.73,10839,7.45,20:56:21,5.46,5.26,Tyap
261,KD1BSU,keu,https://en.wikipedia.org/wiki/Kebu_language,http://listen.bible.is/KD1BSU/Matt/1/D,7.78365,0.77668,9790,6.99,10286,7.03,26:17:57,5.69,5.52,Kebu
262,KDCPBT,kdc,https://en.wikipedia.org/wiki/Kutu_language,http://listen.bible.is/KDCPBT/Matt/1/D,-7.23789,37.8623,9942,6.01,10952,5.73,21:28:25,5.23,5.06,Kutu
263,KDIBSU,kdi,https://en.wikipedia.org/wiki/Kumam_dialect,http://listen.bible.is/KDIBSU/Matt/1/D,1.74748,33.2116,8830,6.85,10505,6.21,19:31:48,5.32,5.19,Kumam
264,KDJBSU,kdj,https://en.wikipedia.org/wiki/Karamojong_language,http://listen.bible.is/KDJBSU/Matt/1/D,2.45157,34.2761,8079,7.18,11643,6.50,21:32:22,5.82,5.65,Karimojong
265,KDNBSZ,kdn,https://en.wikipedia.org/wiki/Kunda_language,http://listen.bible.is/KDNBSZ/Matt/1/D,-15.7337,30.2804,9667,6.92,11565,6.36,21:05:35,5.41,5.25,Chikunda
266,KEKIBS,kek,https://en.wikipedia.org/wiki/Q%27eqchi%27_language,http://listen.bible.is/KEKIBS/Matt/1/D,15.3788,-89.2452,7464,7.61,13984,6.53,19:32:18,5.23,5.12,Kekchi
267,KENWBT,ken,https://en.wikipedia.org/wiki/Kenyang_language,http://listen.bible.is/KENWBT/Matt/1/D,5.58288,9.55918,1610,7.82,5597,7.44,10:05:04,6.91,6.64,Kenyang
268,KEOBSU,keo,https://en.wikipedia.org/wiki/Bari_language,http://listen.bible.is/KEOBSU/Matt/1/D,3.65233,30.7762,6316,7.16,10104,6.68,24:13:01,5.75,5.56,Kakwa
269,KERABT,ker,https://en.wikipedia.org/wiki/Kera_language,http://listen.bible.is/KERABT/Matt/1/D,9.88165,15.1419,2720,8.03,10924,7.26,18:03:30,5.94,5.68,Kera
270,KEZLCN,kez,https://en.wikipedia.org/wiki/Kele_language_(Nigeria),http://listen.bible.is/KEZLCN/Matt/1/D,6.70286,8.39343,938,8.68,4991,7.79,08:43:39,6.89,6.59,Kukele
271,KHKMUB,khk,https://en.wikipedia.org/wiki/Mongolian_language,http://listen.bible.is/KHKMUB/Matt/1,48.324,106.289,372,9.11,2975,7.44,06:14:32,6.64,6.42,"Mongolian, Outer"
272,KIAWBT,kia,https://en.wikipedia.org/wiki/Kim_language,http://listen.bible.is/KIAWBT/Matt/1/D,9.79442,15.8936,4843,7.86,6614,6.33,12:16:37,5.17,4.99,Garap
273,KIJPNG,kij,https://en.wikipedia.org/wiki/Kilivila_language,http://listen.bible.is/KIJPNG/Matt/1/D,-8.72574,151.072,11010,6.85,11111,6.25,20:45:04,5.04,4.96,Kiriwina
274,KJBSBG,kjb,https://en.wikipedia.org/wiki/Q%E2%80%99anjob%E2%80%99al_language,http://listen.bible.is/KJBSBG/Matt/1/D,15.6846,-91.3043,12663,7.30,15455,6.82,23:43:26,5.26,5.16,"Kanjobal, Eastern"
275,KJEWBT,kje,https://en.wikipedia.org/wiki/Kisar_language,http://listen.bible.is/KJEWBT/Matt/1/D,-8.05122,127.18,11592,6.44,12864,6.34,28:47:38,5.48,5.34,Kisar
276,KJHIBT,kjh,https://en.wikipedia.org/wiki/Khakas_language,http://listen.bible.is/KJHIBT/Matt/1/D,50.7393,107.169,1001,6.37,7746,5.44,14:29:13,4.58,4.42,Khakas
277,KKIBST,kki,https://en.wikipedia.org/wiki/Kagulu_language,http://listen.bible.is/KKIBST/Matt/1/D,-6.38204,37.0534,9176,6.89,10348,6.63,21:00:24,5.78,5.63,Kikagulu
278,KKJWBT,kkj,https://en.wikipedia.org/wiki/Kako_language,http://listen.bible.is/KKJWBT/Matt/1/D,3.79989,15.6282,6855,8.60,9760,7.88,17:39:16,6.09,5.84,Kako
279,KLENLI,kle,https://en.wikipedia.org/wiki/Kulung_language,http://listen.bible.is/KLENLI/Matt/1/N,27.1606,87.5717,6649,6.37,7892,5.96,17:44:09,5.17,5.07,Kulung
280,KMAWBT,kmy,https://en.wikipedia.org/wiki/Koma_language,http://listen.bible.is/KMAWBT/Matt/1/D,8.70976,12.7282,759,8.65,3310,7.28,06:19:12,7.02,6.68,Koma
281,KMHKOV,khm,https://en.wikipedia.org/wiki/Khmer_language,http://listen.bible.is/KMHKOV/Matt/1/D,12.0515,105.015,522,7.75,884,8.67,01:12:34,8.21,7.93,"Khmer, Central"
282,KMRUBS,kmr,https://en.wikipedia.org/wiki/Northern_Kurdish,http://listen.bible.is/KMRUBS/Matt/1/D,37.0,43.0,6131,8.07,11337,7.04,18:58:56,5.85,5.59,Kurmancî
283,KNETBL,kne,https://en.wikipedia.org/wiki/Kankanaey_language,http://listen.bible.is/KNETBL/Matt/1/D,16.8548,120.689,11326,5.99,12224,5.68,22:53:54,4.63,4.53,Kankanaey
284,KNFWYI,knf,https://en.wikipedia.org/wiki/Mankanya_language,http://listen.bible.is/KNFWYI/Matt/1/D,12.2615066667,-15.74389,7461,7.89,11949,6.57,16:41:17,4.84,4.72,Mankanya
285,KNJSBI,knj,https://en.wikipedia.org/wiki/Akatek_language,http://listen.bible.is/KNJSBI/Matt/1/D,15.5932,-91.8421,10838,7.79,18762,6.83,28:59:32,5.54,5.45,Akateko
286,KNKBSL,knk,https://en.wikipedia.org/wiki/Kuranko_language,http://listen.bible.is/KNKBSL/Matt/1/D,9.49325,-10.6122,4158,8.91,4757,9.21,11:03:47,8.86,8.35,Kuranko
287,KNOBSL,kno,https://en.wikipedia.org/wiki/Kono_language,http://listen.bible.is/KNOBSL/Matt/1/D,8.67039,-10.9214,2528,8.71,10791,8.09,19:22:57,6.81,6.43,Kono
288,KOGWBT,kog,https://en.wikipedia.org/wiki/Kogi_language,http://listen.bible.is/KOGWBT/Matt/1/D,10.9485,-73.8043,5870,7.43,5852,6.71,12:54:47,5.82,5.60,Kogi
289,KPVIBT,kpv,https://en.wikipedia.org/wiki/Komi-Zyrian_language,http://listen.bible.is/KPVIBT/Matt/1/D,64.0527,54.946,2824,7.56,9066,6.72,16:33:46,5.47,5.30,Komi-Zyrian
290,KPZBSU,kpz,https://en.wikipedia.org/wiki/Kupsabiny_language,http://listen.bible.is/KPZBSU/Matt/1/D,1.33197,34.5991,8332,7.34,10341,6.74,18:46:45,5.45,5.30,Kupsapiny
291,KQETBL,kqe,https://en.wikipedia.org/wiki/Kalagan_language,http://listen.bible.is/KQETBL/Matt/1/D,6.8126,125.328,12297,6.31,14002,5.88,28:04:23,4.95,4.81,"Kalagan, Eastern"
292,KQPWBT,kqp,https://en.wikipedia.org/wiki/Kimr%C3%A9_language,http://listen.bible.is/KQPWBT/Matt/1/D,9.42071,16.9423,3716,7.45,10474,6.74,22:17:37,5.51,5.32,Kimre
293,KQYBSE,kqy,https://en.wikipedia.org/wiki/Koore_language,http://listen.bible.is/KQYBSE/Matt/1/D,5.80545,37.8679,618,7.74,752,7.25,01:25:08,7.71,7.22,Koorete
294,KRCLIO,krc,https://en.wikipedia.org/wiki/Karachay-Balkar_language,http://listen.bible.is/KRCLIO/Matt/1/D,43.565,42.2606,740,9.16,4439,6.93,08:58:13,6.06,5.93,Balkar
295,KRINVS,kri,https://en.wikipedia.org/wiki/Krio_language,http://listen.bible.is/KRINVS/Matt/1/D,10.8811,-14.3204,1930,8.16,12264,6.95,20:20:34,5.67,5.54,Krio
296,KRJWBT,krj,https://en.wikipedia.org/wiki/Karay-a_language,http://listen.bible.is/KRJWBT/Matt/1/D,10.8131,122.297,9792,6.92,12609,6.26,23:53:35,5.36,5.24,Kinaray-a
297,KRUFMP,kru,https://en.wikipedia.org/wiki/Kurukh_language,http://listen.bible.is/KRUFMP/Matt/1/D,24.4644,86.4657,5202,7.32,4250,6.97,13:17:44,6.49,6.24,Kurukh
298,KSBBST,ksb,https://en.wikipedia.org/wiki/Shambala_language,http://listen.bible.is/KSBBST/Matt/1/D,-4.8,38.29,11486,6.85,12815,6.42,19:18:15,5.54,5.29,Kishambala
299,KTBBSE,ktb,https://en.wikipedia.org/wiki/Kambaata_language,http://listen.bible.is/KTBBSE/Matt/1/D,7.37582,37.9088,662,7.70,2024,6.87,04:10:55,6.81,6.53,Kambaata
300,KTJWBT,ktj,https://en.wikipedia.org/wiki/Krumen_language,http://listen.bible.is/KTJWBT/Matt/1/D,4.56109,-7.30644,1223,7.93,7137,7.00,12:32:53,6.36,6.11,"Krumen, Plapo"
301,KUBTBL,kub,https://en.wikipedia.org/wiki/Kuteb_language,http://listen.bible.is/KUBTBL/Matt/1/D,7.07479,10.0916,2134,8.10,15413,6.89,30:06:27,5.65,5.52,Kutep
302,KUEPNG,kue,https://en.wikipedia.org/wiki/Kuman_language_(New_Guinea),http://listen.bible.is/KUEPNG/Matt/1/D,-5.90586,144.977,10869,7.19,9756,7.30,24:05:08,6.35,6.07,Kuman
303,KUMIBT,kum,https://en.wikipedia.org/wiki/Kumyk_language,http://listen.bible.is/KUMIBT/Matt/1/D,43.0,47.0,868,7.67,10481,6.54,18:40:29,5.50,5.36,Kumyk
304,KUSTBL,kus,https://en.wikipedia.org/wiki/Kusasi_language,http://listen.bible.is/KUSTBL/Matt/1/D,10.9703,-0.38756,8936,7.53,11356,7.03,15:50:55,5.75,5.58,Kusaal
305,KVNWBT,kvn,https://en.wikipedia.org/wiki/Kuna_language,http://listen.bible.is/KVNWBT/Matt/1/D,7.92993,-77.1664,15782,7.27,16972,6.80,27:02:29,5.32,5.21,Kuna Border
306,KWIWBT,kwi,https://en.wikipedia.org/wiki/Awa_Pit_language,http://listen.bible.is/KWIWBT/Matt/1/D,1.21652,-78.3401,19557,7.00,21085,6.80,29:00:05,4.93,4.86,Awa for Ecuador
307,KXCBSE,kxc,https://en.wikipedia.org/wiki/Konso_language,http://listen.bible.is/KXCBSE/Matt/1/D,5.39111,37.53,456,7.54,4757,6.56,12:25:48,6.09,5.88,Konso
308,KYCPNG,kyc,https://en.wikipedia.org/wiki/Kyaka_language,http://listen.bible.is/KYCPNG/Matt/1/D,-5.52462,144.119,8714,7.63,7268,7.72,20:46:10,7.27,6.91,Kyaka
309,KYFWBT,kyf,https://en.wikipedia.org/wiki/Kuya_language,http://listen.bible.is/KYFWBT/Matt/1/D,7.27375,-6.5685,3110,8.40,8224,8.25,15:05:36,6.87,6.55,Kouya
310,KYQWYI,kyq,https://en.wikipedia.org/wiki/Kenga_language,http://listen.bible.is/KYQWYI/Matt/1/D,11.6816,18.1464,2412,8.15,10572,7.43,18:13:03,5.91,5.70,Kenga
311,KYZWBT,kyz,https://en.wikipedia.org/wiki/Kayabi_language,http://listen.bible.is/KYZWBT/Matt/1/D,-11.2747,-55.5479,25842,6.70,35671,6.25,51:49:40,5.31,5.13,Kayabi
312,KZFLAI,kzf,https://en.wikipedia.org/wiki/Kaili_language,http://listen.bible.is/KZFLAI/Matt/1/D,-1.21051,119.527,13755,7.05,14986,6.55,27:33:54,5.36,5.22,"Kaili, Da'a"
313,LAJBSU,laj,https://en.wikipedia.org/wiki/Lango_dialect,http://listen.bible.is/LAJBSU/Matt/1/D,2.13867,33.0553,6329,8.08,7128,7.76,12:49:05,6.50,6.26,Lango
314,LAOUBS,lao,https://en.wikipedia.org/wiki/Lao_language,http://listen.bible.is/LAOUBS/Matt/1/D,16.0726,104.568,1307,7.26,8441,6.60,23:38:08,6.00,5.79,ລາວ
315,LASABT,las,https://en.wikipedia.org/wiki/Lama_language,http://listen.bible.is/LASABT/Matt/1/D,8.66954,0.833293,2492,8.42,7400,7.87,12:33:47,6.66,6.43,Lamba for Togo
316,LAWNTM,law,https://en.wikipedia.org/wiki/Lauje_language,http://listen.bible.is/LAWNTM/Matt/1/D,0.50708,120.262,20249,5.82,20586,6.41,43:36:58,4.90,4.78,Lauje
317,LEEWBT,lee,https://en.wikipedia.org/wiki/Ly%C3%A9l%C3%A9_language,http://listen.bible.is/LEEWBT/Matt/1/D,12.4305,-2.59229,943,9.18,2799,8.06,04:27:55,7.78,7.43,Lyele
318,LEFTBL,lef,https://en.wikipedia.org/wiki/Lelemi_language,http://listen.bible.is/LEFTBL/Matt/1/D,7.34549,0.50746,2029,8.49,10923,7.33,19:49:28,6.08,5.86,Lelemi
319,LEMWBT,lem,https://en.wikipedia.org/wiki/Ma%27di_language,http://listen.bible.is/LEMWBT/Matt/1/D,4.5893,10.9157,1247,7.72,7660,6.56,16:02:07,5.45,5.25,Nomaande
320,LEWLAI,lew,https://en.wikipedia.org/wiki/Ledo_Kaili_language,http://listen.bible.is/LEWLAI/Matt/1/D,-1.03033,120.132,13583,7.26,12488,7.03,21:33:35,5.69,5.57,Ledo Kaili
321,LEXWBT,lex,https://en.wikipedia.org/wiki/Luang_language,http://listen.bible.is/LEXWBT/Matt/1/D,-8.18378,127.944,15227,6.62,16494,6.12,33:09:46,5.20,5.12,Luang
322,LGGBSU,lgg,https://en.wikipedia.org/wiki/Lugbara_language,http://listen.bible.is/LGGBSU/Matt/1/D,3.02245,30.8642,8795,7.02,11171,6.81,22:40:37,5.67,5.53,Lugbara
323,LHUTBS,lhu,https://en.wikipedia.org/wiki/Lahu_language,http://listen.bible.is/LHUTBS/Matt/1/D,21.2701,100.214,2677,7.41,12416,6.72,26:26:53,6.09,5.88,Lahu
324,LIABSL,lia,https://en.wikipedia.org/wiki/Limba_language,http://listen.bible.is/LIABSL/Matt/1/D,9.52392,-12.3138,3521,8.16,5743,7.30,11:33:50,6.21,5.89,Limba West
325,LIPWBT,lip,https://en.wikipedia.org/wiki/Likpe_language,http://listen.bible.is/LIPWBT/Matt/1/D,7.16751,0.5886,5218,7.08,10060,6.59,20:15:46,5.58,5.41,Sekpele
326,LJPLAI,ljp,https://en.wikipedia.org/wiki/Lampung_language,http://listen.bible.is/LJPLAI/Matt/1/D,-5.73463,105.037,12541,6.51,14060,6.41,23:19:46,5.26,5.14,Lampung
327,LLNABT,lln,https://en.wikipedia.org/wiki/Lele_language_(Chad),http://listen.bible.is/LLNABT/Matt/1/D,9.158,15.81149,7178,7.93,10283,6.83,22:08:59,5.81,5.60,Lélé (Chad)
328,LMEABT,lme,https://en.wikipedia.org/wiki/Peve_language,http://listen.bible.is/LMEABT/Matt/1/D,9.16111,14.441,4474,8.50,4569,7.70,09:07:04,7.01,6.63,Peve
329,LNDBSM,lnd,https://en.wikipedia.org/wiki/Lun_Bawang_language,http://listen.bible.is/LNDBSM/Matt/1/D,4.25064,115.5,10488,6.93,11431,6.49,22:10:46,5.51,5.37,Lun Bawang - Lun Dayah
330,LOBBSB,lob,https://en.wikipedia.org/wiki/Lobi_language,http://listen.bible.is/LOBBSB/Matt/1/D,9.96122,-3.336,1260,8.49,3732,6.99,05:37:09,6.36,6.15,Lobiri
331,LOKLBT,lok,https://en.wikipedia.org/wiki/Loko_language,http://listen.bible.is/LOKLBT/Matt/1/D,9.11838,-12.1583,3429,7.80,10790,7.13,22:48:34,6.04,5.77,Loko
332,LONBSM,lon,https://en.wikipedia.org/wiki/Malawi_Lomwe_language,http://listen.bible.is/LONBSM/Matt/1/D,-15.56729,35.43347,8726,6.74,11255,5.83,20:26:29,5.06,4.93,Elhomwe
333,LSIBSM,lsi,https://en.wikipedia.org/wiki/Lashi_language,http://listen.bible.is/LSIBSM/Matt/1/D,26.0992,98.5481,34663,7.74,29537,7.61,26:14:49,7.25,6.96,Lacid
334,LSMBSU,lsm,https://en.wikipedia.org/wiki/Samia_language,http://listen.bible.is/LSMBSU/Matt/1/D,0.3652,34.0335,10926,6.71,11475,6.84,28:24:58,5.52,5.34,Lusamya-Lugwe
335,LTNNVV,lat,https://en.wikipedia.org/wiki/Latin,http://listen.bible.is/LTNNVV/Matt/1/D,41.9026,12.4502,10582,5.88,10946,5.82,15:16:33,5.40,5.19,Latin
336,LUCHLA,luc,https://en.wikipedia.org/wiki/Aringa_language,http://listen.bible.is/LUCHLA/Matt/1/D,3.56143,31.3071,1024,6.96,5682,6.51,14:09:00,5.96,5.73,Aringa
337,LWOWBT,lwo,https://en.wikipedia.org/wiki/Jur_language,http://listen.bible.is/LWOWBT/Matt/1/D,7.35089,28.1378,7147,8.20,9449,8.37,21:44:26,7.32,6.98,Luwo
338,MAASJV,maa,https://en.wikipedia.org/wiki/Tec%C3%B3atl_Mazatec,http://listen.bible.is/MAASJV/Matt/1/D,18.1999,-96.8833,1886,8.00,4626,7.86,09:37:16,6.98,6.73,Mazatec (San Antonio &amp; San Jeronimo)
339,MADIBS,mad,https://en.wikipedia.org/wiki/Madurese_language,http://listen.bible.is/MADIBS/Matt/1/D,-7.0,113.0,11663,7.72,13381,7.43,23:09:11,6.10,5.91,Madurese
340,MAGSSI,mag,https://en.wikipedia.org/wiki/Magahi_language,http://listen.bible.is/MAGSSI/Matt/1/D,25.0915,85.3335,6382,6.73,7021,6.36,16:51:28,5.69,5.53,Magahi
341,MAHWGM,mah,https://en.wikipedia.org/wiki/Marshallese_language,http://listen.bible.is/MAHWGM/Matt/1/D,8.72,167.73,3688,8.09,3581,7.94,08:23:42,7.37,7.03,Marshallese
342,MAIWBT,mai,https://en.wikipedia.org/wiki/Maithili_language,http://listen.bible.is/MAIWBT/Matt/1/D,26.3817,86.2211,4435,7.76,4653,7.15,13:40:57,6.65,6.45,Maithili
343,MAJTBL,maj,https://en.wikipedia.org/wiki/Jalapa_Mazatec,http://listen.bible.is/MAJTBL/Matt/1/D,18.0803,-96.4977,3549,8.44,5760,8.31,12:20:53,7.61,7.33,"Mazateco, Jalapa de Diaz"
344,MAKLAI,mak,https://en.wikipedia.org/wiki/Makassarese_language,http://listen.bible.is/MAKLAI/Matt/1/D,-5.65551,119.838,13609,6.95,15904,6.36,28:07:52,5.36,5.22,Makassar
345,MAMSBG,mam,https://en.wikipedia.org/wiki/Mam_language,http://listen.bible.is/MAMSBG/Matt/1/D,14.8034,-91.7231,7453,7.23,13833,6.28,22:15:15,5.16,5.06,"Mam, Northern"
346,MARWTC,mar,https://en.wikipedia.org/wiki/Marathi_language,http://listen.bible.is/MARWTC/Matt/1/D,17.9344,76.6665,5157,7.56,8818,6.79,21:52:21,6.10,5.91,Marathi
347,MAWWBT,maw,https://en.wikipedia.org/wiki/Mamprusi_language,http://listen.bible.is/MAWWBT/Matt/1/D,10.3884,-0.74675,8430,8.06,11814,7.63,22:02:06,6.12,5.92,Mampruli
348,MAZTBL,maz,https://en.wikipedia.org/wiki/Mazahua_language,http://listen.bible.is/MAZTBL/Matt/1/D,19.7357,-100.018,6288,7.66,20059,6.99,29:53:08,5.57,5.35,"Mazahua, Central"
349,MBBWPS,mbb,https://en.wikipedia.org/wiki/Western_Bukidnon_language,http://listen.bible.is/MBBWPS/Matt/1/D,7.6682,124.825,9238,7.35,14036,6.59,29:33:26,5.51,5.40,"Manobo, Western Bukidnon"
350,MBTWBT,mbt,https://en.wikipedia.org/wiki/Matigsalug_language,http://listen.bible.is/MBTWBT/Matt/1/D,7.72124,125.16,9746,7.12,11711,6.41,23:20:13,5.27,5.15,Matigsalug
351,MCAWYI,mca,https://en.wikipedia.org/wiki/Mak%C3%A1_language,http://listen.bible.is/MCAWYI/Matt/1/D,-25.0119,-57.3694,8357,6.47,13413,6.07,28:36:25,5.11,5.03,Maka
352,MCBTBL,mcb,https://en.wikipedia.org/wiki/Machiguenga_language,http://listen.bible.is/MCBTBL/Matt/1/D,-12.1291,-72.5017,15109,6.64,15970,6.61,40:15:39,5.42,5.27,Matsigenka
353,MCDTBL,mcd,https://en.wikipedia.org/wiki/Yaminawa_language,http://listen.bible.is/MCDTBL/Matt/1/D,-9.8626,-71.1232,13204,5.84,23489,6.03,39:04:08,4.85,4.72,Sharanahua
354,MCOTBL,mco,https://en.wikipedia.org/wiki/Isthmus_Mixe,http://listen.bible.is/MCOTBL/Matt/1/D,16.9404,-95.4659,1470,8.54,1265,7.86,03:01:20,7.99,7.65,Mixe de Coatlan
355,MCPWBT,mcp,https://en.wikipedia.org/wiki/Makaa_language,http://listen.bible.is/MCPWBT/Matt/1/D,4.15471,13.0789,1513,8.17,12249,6.90,18:43:16,5.57,5.39,Makaa
356,MCQTBL,mcq,https://en.wikipedia.org/wiki/Ese_language,http://listen.bible.is/MCQTBL/Matt/1/D,-9.09451,148.376,11412,7.07,13494,6.61,25:11:30,5.46,5.31,Ese
357,MCUTBL,mcu,https://en.wikipedia.org/wiki/Mambila_language,http://listen.bible.is/MCUTBL/Matt/1/D,6.43829,11.41953,1863,8.06,10561,7.62,16:55:51,6.33,6.06,Mambila for Cameroon
358,MDAWBT,mda,https://en.wikipedia.org/wiki/Mada_language,http://listen.bible.is/MDAWBT/Matt/1/D,9.02294,8.34119,376,7.26,7746,6.62,19:52:47,5.68,5.45,Mada
359,MDYBSE,mdy,https://en.wikipedia.org/wiki/Maale_language,http://listen.bible.is/MDYBSE/Matt/1/D,5.91975,36.9892,2478,6.76,9126,6.59,21:00:25,5.76,5.56,Maale
360,MEJTBL,mej,https://en.wikipedia.org/wiki/Meax_language,http://listen.bible.is/MEJTBL/Matt/1/D,-1.18016,133.618,16551,5.85,18241,6.20,42:07:59,5.07,4.89,Meyah
361,MENBSL,men,https://en.wikipedia.org/wiki/Mende_language,http://listen.bible.is/MENBSL/Matt/1/D,7.90935,-10.9926,2742,8.53,8288,7.65,15:30:25,6.62,6.34,Mende
362,MEQWBT,meq,https://en.wikipedia.org/wiki/Merey_language,http://listen.bible.is/MEQWBT/Matt/1/D,10.7458,14.09,6245,8.36,12956,8.14,23:48:00,6.79,6.45,Merey
363,MFQABT,mfq,https://en.wikipedia.org/wiki/Moba_language,http://listen.bible.is/MFQABT/Matt/1/D,10.9496,0.159565,3225,8.01,9973,7.15,16:32:02,6.06,5.79,Moba Lok
364,MFEBSM,mfe,https://en.wikipedia.org/wiki/Mauritian_Creole,http://listen.bible.is/MFEBSM/Matt/1/D,-20.2613,57.5517,8362,7.90,10715,7.00,17:40:57,5.88,5.66,Mauritian Kreol
365,MFHWYI,mfh,https://en.wikipedia.org/wiki/Matal_language,http://listen.bible.is/MFHWYI/Matt/1/D,10.9284,14.0474,2912,8.52,9659,8.01,18:07:36,7.35,7.06,Matal
366,MFIWYI,mfi,https://en.wikipedia.org/wiki/Wandala_language,http://listen.bible.is/MFIWYI/Matt/1/D,11.3169,13.8996,5349,7.92,7312,7.89,18:15:03,7.05,6.78,Mandara
367,MFKABC,mfk,https://en.wikipedia.org/wiki/North_Mofu_language,http://listen.bible.is/MFKABC/Matt/1/D,10.6834,14.1117,5327,7.95,6458,7.00,15:07:58,5.57,5.37,"Mofu, North"
368,MFYWBT,mfy,https://en.wikipedia.org/wiki/Mayo_language,http://listen.bible.is/MFYWBT/Matt/1/D,26.4522,-108.981,7500,6.96,9003,6.29,15:57:36,5.15,5.01,Mayo
369,MFZBSS,mfz,https://en.wikipedia.org/wiki/Southern_Burun_language,http://listen.bible.is/MFZBSS/Matt/1/D,9.81455,33.5404,2551,7.30,6178,6.74,15:32:40,5.90,5.65,Mabaan
370,MGDBSS,mgd,https://en.wikipedia.org/wiki/Moru_language,http://listen.bible.is/MGDBSS/Matt/1/D,5.1232,30.3287,10357,6.86,11056,6.48,22:57:08,5.58,5.37,Moru
371,MGOWYI,mgo,https://en.wikipedia.org/wiki/Meta%27_language,http://listen.bible.is/MGOWYI/Matt/1/D,5.88942,9.87416,1631,7.17,8386,6.42,14:20:59,5.72,5.52,Meta
372,MHIBSU,mhi,https://en.wikipedia.org/wiki/Ma%27di_language,http://listen.bible.is/MHIBSU/Matt/1/D,3.62499,31.8471,10097,7.21,11908,7.13,19:53:18,5.50,5.36,Ma'di
373,MHMBSB,mos,https://en.wikipedia.org/wiki/Mossi_language,http://listen.bible.is/MHMBSB/Matt/1/D,10.4524,-1.17278,4561,8.24,7528,7.17,10:16:47,6.33,6.08,Moore
374,MHXBSM,mhx,https://en.wikipedia.org/wiki/Lhao_Vo_language,http://listen.bible.is/MHXBSM/Matt/1/D,24.942535,99.8338,40124,7.64,25834,7.64,25:02:46,7.43,7.15,Lhaovo
375,MHYLAI,mhy,https://en.wikipedia.org/wiki/Ma%27anyan_language,http://listen.bible.is/MHYLAI/Matt/1/D,-2.1239,115.092,12639,6.83,14472,6.37,23:07:38,5.32,5.19,Dayak Ma'anyan
376,MIBTBL,mib,https://en.wikipedia.org/wiki/Atatl%C3%A1huca%E2%80%93San_Miguel_Mixtec,http://listen.bible.is/MIBTBL/Matt/1/D,17.07133,-97.67753,5048,7.12,14975,6.17,24:03:20,5.41,5.26,"Mixtec, Atatláhuca"
377,MIFWBT,mif,https://en.wikipedia.org/wiki/Mofu-Gudur_language,http://listen.bible.is/MIFWBT/Matt/1/D,10.567,14.0314,7251,8.18,12126,8.00,19:36:31,4.99,4.83,Mofu-Gudur
378,MILTBL,mil,https://en.wikipedia.org/wiki/Estetla_Mixtec,http://listen.bible.is/MILTBL/Matt/1/D,17.0671,-97.0101,808,8.02,5511,6.70,16:53:51,5.82,5.70,Mixteco de Penoles
379,MINLAI,min,https://en.wikipedia.org/wiki/Minangkabau_language,http://listen.bible.is/MINLAI/Matt/1/D,4.17,96.25,12133,6.35,13894,6.34,29:49:15,5.15,5.01,Minangkabau
380,MIOWBT,mio,https://en.wikipedia.org/wiki/Pinotepa_Mixtec,http://listen.bible.is/MIOWBT/Matt/1/D,16.3043,-97.9966,12590,6.65,13184,5.96,21:55:45,4.80,4.65,"Mixtec, Pinotepa Nacional"
381,MIQSBN,miq,https://en.wikipedia.org/wiki/Miskito_language,http://listen.bible.is/MIQSBN/Matt/1/D,15.1576,-84.2942,13545,6.40,7031,6.16,12:39:49,5.33,5.22,Mískito
382,MITTBL,mit,https://en.wikipedia.org/wiki/Southern_Puebla_Mixtec,http://listen.bible.is/MITTBL/Matt/1/D,18.2123,-97.9572,4644,7.06,13398,6.45,27:02:47,5.55,5.45,Mixteco del Sur de Puebla
383,MIYWYI,miy,https://en.wikipedia.org/wiki/Ayutla_Mixtec,http://listen.bible.is/MIYWYI/Matt/1/D,16.8833,-98.9916,4377,6.85,12721,6.07,22:32:46,4.87,4.75,Mixteco de Ayutla
384,MJSWTC,mal,https://en.wikipedia.org/wiki/Malayalam,http://listen.bible.is/MJSWTC/Matt/1/D,9.59208,76.7651,2199,7.80,744,8.67,02:44:49,8.52,8.19,Malayalam
385,MLGRPV,mlg,https://en.wikipedia.org/wiki/Malagasy_language,http://listen.bible.is/MLGRPV/Matt/1/D,-20,47,8892,6.82,10590,6.27,15:58:53,5.14,5.03,Malagasy
386,ZLMAVB,may,https://en.wikipedia.org/wiki/Malay_language,http://listen.bible.is/ZLMAVB/Matt/1/D,3.8,101.41,11043,6.38,12132,6.03,19:12:31,5.03,4.94,Malay
387,MNBTBL,mnb,https://en.wikipedia.org/wiki/Muna_language,http://listen.bible.is/MNBTBL/Matt/1/D,-5.40419,122.541,10550,6.82,11334,6.72,24:14:10,5.48,5.31,Muna
388,MNFCAB,mnf,https://en.wikipedia.org/wiki/Mundani_language,http://listen.bible.is/MNFCAB/Matt/1/D,5.68073,9.91533,961,7.67,10832,6.83,19:36:00,6.14,5.77,Mundani
